1,-20.683611,-23.725363,1,0
1,-17.180524,-28.266579,1,0
1,-13.728593,-32.846801,1,0
1,-13.728593,-32.846801,1,0
1,-10.749908,-32.787625,1,0
1,-7.7714413,-32.856966,1,0
1,-7.7714413,-32.856966,1,0
1,-5.7230077,-27.921173,1,0
1,-2.8535737,-23.412905,1,0
1,-10.276352,-13.496358,1,0
1,-15.365775,-18.727057,1,0
1,-20.683611,-23.725363,1,0
1,-2.8535737,-23.412905,1,0
1,-4.928666,-19.083596,1,0
1,-6.9129791,-14.711934,1,0
1,-6.9129791,-14.711934,1,0
1,-8.6077156,-14.140253,1,0
1,-10.276352,-13.496358,1,0
2,-9.1876807,26.683111,2,0
2,-14.055204,27.146693,2,0
2,-18.88596,27.902656,2,0
2,-23.793291,11.199555,2,0
2,-23.495179,10.93697,2,0
2,-23.197851,10.673497,2,0
2,-18.88596,27.902656,2,0
2,-21.725365,25.202602,2,0
2,-24.795024,22.767502,2,0
2,-24.795024,22.767502,2,0
2,-23.992658,18.193279,2,0
2,-23.724004,13.556996,2,0
2,-23.724004,13.556996,2,0
2,-23.74133,12.377767,2,0
2,-23.793291,11.199555,2,0
2,-23.197851,10.673497,2,0
2,-16.289259,12.695956,2,0
2,-9.2844029,14.354563,2,0
2,-7.8049081,16.876011,2,0
2,-8.7073655,21.749801,2,0
2,-9.1876807,26.683111,2,0
2,-9.2844029,14.354563,2,0
2,-8.5679006,15.628926,2,0
2,-7.8049081,16.876011,2,0
3,-13.728593,-32.846801,3,0
3,-17.180524,-28.266579,3,0
3,-20.683611,-23.725363,3,0
3,-20.683611,-23.725363,3,0
3,-23.587998,-23.456035,3,0
3,-26.489874,-23.160872,3,0
3,-19.762778,-42.169058,3,0
3,-16.94106,-37.381466,3,0
3,-13.728593,-32.846801,3,0
3,-29.084883,-37.423191,3,0
3,-24.221606,-39.398902,3,0
3,-19.762778,-42.169058,3,0
3,-26.489874,-23.160872,3,0
3,-28.060347,-25.694959,3,0
3,-29.781039,-28.129544,3,0
3,-29.781039,-28.129544,3,0
3,-28.918552,-30.90901,3,0
3,-28.627161,-33.804593,3,0
3,-28.627161,-33.804593,3,0
3,-28.742046,-35.628309,3,0
3,-29.084883,-37.423191,3,0
4,1.1719813,30.853325,4,0
4,4.4955829,27.85743,4,0
4,7.6188662,24.653242,4,0
4,7.6188662,24.653242,4,0
4,8.361285,24.712061,4,0
4,9.1044374,24.760741,4,0
4,9.1044374,24.760741,4,0
4,13.780248,28.903135,4,0
4,19.439826,31.547338,4,0
4,6.8653608,45.176688,4,0
4,4.8536987,37.683092,4,0
4,1.1719813,30.853325,4,0
4,19.439826,31.547338,4,0
4,18.238851,35.276867,4,0
4,17.094562,39.024177,4,0
4,17.094562,39.024177,4,0
4,11.481792,41.272174,4,0
4,6.8653608,45.176688,4,0
5,6.680277,-7.9460227,5,0
5,9.5613977,-6.0883829,5,0
5,12.512567,-4.3441688,5,0
5,5.2320537,11.51285,5,0
5,0.72358192,6.9898685,5,0
5,-4.6298284,3.5078171,5,0
5,3.0530527,-7.5457052,5,0
5,4.8667916,-7.7447155,5,0
5,6.680277,-7.9460227,5,0
5,-4.6298284,3.5078171,5,0
5,-4.8110188,2.7166911,5,0
5,-4.9940806,1.9259961,5,0
5,-4.9940806,1.9259961,5,0
5,-0.53102604,-2.4364668,5,0
5,3.0530527,-7.5457052,5,0
5,12.512567,-4.3441688,5,0
5,13.077323,-2.0272656,5,0
5,13.760201,0.25761248,5,0
5,9.2553754,9.6721505,5,0
5,7.2228262,10.546844,5,0
5,5.2320537,11.51285,5,0
5,13.760201,0.25761248,5,0
5,10.986527,4.7154597,5,0
5,9.2553754,9.6721505,5,0
6,11.11683,-20.013012,6,0
6,8.5996477,-14.089413,6,0
