1,14.8
2,14.7
3,14.6
4,14.5
5,14.4
6,14.3
7,14.2
8,14.1
9,14
10,13.9
11,13.8
12,13.7
13,13.6
14,13.5
15,13.4
16,13.3
17,13.2
18,13.1
19,13
20,13
21,12.9
22,12.9
23,12.8
24,12.8
25,12.7
26,12.7
27,12.6
28,12.6
29,12.5
30,12.5
31,12.4
32,12.4
33,12.3
34,12.3
35,12.2
36,12.2
37,12.1
38,12.1
39,12
40,12
41,11.9
42,11.9
43,11.8
44,11.7
45,11.6
46,11.5
47,11.4
48,11.3
49,11.2
50,11.1
51,11
52,10.9
53,10.8
54,10.7
55,10.6
56,10.5
57,10.4
58,10.3
59,10.2
60,10.1
61,10
