z,x,y
0.0,0.0,0.3660941956905047
0.0,2.0,0.48823922514792706
0.0,4.0,0.6943559641501365
0.0,6.0,1.6514046199003467
0.0,8.0,1.8063015282097596
0.0,10.0,1.4352667298820159
0.0,12.0,-0.2862858719168767
0.0,14.0,1.8779950627547743
0.0,16.0,0.5243209766762057
0.0,18.0,-0.3596936875226807
0.0,20.0,0.6837988153988905
0.0,22.0,1.6023384914349408
0.0,24.0,1.287856656079048
0.0,26.0,0.4580450193108194
0.0,28.0,0.9496378752656307
0.0,30.0,1.0031899725576519
2.0,0.0,-0.2611330906663196
2.0,2.0,1.093373736634301
2.0,4.0,0.020055167182764934
2.0,6.0,1.034559111705634
2.0,8.0,0.3319478147407915
2.0,10.0,0.5876142079951238
2.0,12.0,-0.8605726717288041
2.0,14.0,0.9474103785864731
2.0,16.0,0.38197705113951086
2.0,18.0,0.2674622772678499
2.0,20.0,1.0283326089527312
2.0,22.0,2.3135323022203815
2.0,24.0,0.6369855893540102
2.0,26.0,0.6018120441843591
2.0,28.0,1.052614831729594
2.0,30.0,1.945573500130102
4.0,0.0,0.24463063308896885
4.0,2.0,0.8552114318306457
4.0,4.0,1.3331130728706866
4.0,6.0,2.4360327578797314
4.0,8.0,1.3053295563318246
4.0,10.0,2.0304550860533768
4.0,12.0,1.177958920679579
4.0,14.0,1.5050398461016938
4.0,16.0,-0.05017401576073881
4.0,18.0,0.668949683227626
4.0,20.0,0.36352141821870204
4.0,22.0,1.8940840122281153
4.0,24.0,1.6014438547952088
4.0,26.0,1.635325265965351
4.0,28.0,0.9839747981703187
4.0,30.0,2.052455344288941
6.0,0.0,-0.4211655493572505
6.0,2.0,-0.11812278690214224
6.0,4.0,1.4850602593588613
6.0,6.0,1.1313721841734499
6.0,8.0,0.5969278503702338
6.0,10.0,0.7445438338984952
6.0,12.0,-0.12579269671829316
6.0,14.0,-0.4358347922772384
6.0,16.0,-0.27182928656192784
6.0,18.0,-0.027950960020715728
6.0,20.0,-0.33797354861534573
6.0,22.0,1.682623347619189
6.0,24.0,1.305380779630229
6.0,26.0,-0.3372555431980741
6.0,28.0,0.20113981233473577
6.0,30.0,1.0707102065928726
8.0,0.0,0.20637295064465175
8.0,2.0,-0.862984783179558
8.0,4.0,1.1938780187121185
8.0,6.0,0.13271619118623942
8.0,8.0,-0.13618252432055564
8.0,10.0,0.3566597561924842
8.0,12.0,-1.274562939764154
8.0,14.0,0.058369596142717015
8.0,16.0,0.0003203903936337092
8.0,18.0,-0.2893694595155739
8.0,20.0,0.2503429641223427
8.0,22.0,1.2110903647823592
8.0,24.0,0.3894400271535929
8.0,26.0,0.0930940135755415
8.0,28.0,0.23279303077769326
8.0,30.0,1.1218475219314097
10.0,0.0,0.27531590740653666
10.0,2.0,-0.37165175200297645
10.0,4.0,1.2852880021408428
10.0,6.0,-0.1668330199907539
10.0,8.0,-0.140604881660473
10.0,10.0,0.32343931897484796
10.0,12.0,-0.9831458720801722
10.0,14.0,0.7572217441531873
10.0,16.0,-0.0034085749686038266
10.0,18.0,0.6292751992475744
10.0,20.0,0.11100841377693962
10.0,22.0,0.47910705372028706
10.0,24.0,0.2924781217960928
10.0,26.0,0.9504597206570853
10.0,28.0,0.6266740584804011
10.0,30.0,0.8887052885808069
12.0,0.0,1.0023753600923604
12.0,2.0,-0.23575824219190902
12.0,4.0,1.0129684014165583
12.0,6.0,-0.5199298975442903
12.0,8.0,-0.368427365649287
12.0,10.0,-0.409631554100625
12.0,12.0,-1.5271586430759794
12.0,14.0,-0.08593997692781395
12.0,16.0,-0.6158811083844704
12.0,18.0,0.08486367542750617
12.0,20.0,-0.40822546020270783
12.0,22.0,-0.0906145604485629
12.0,24.0,0.7098280423225234
12.0,26.0,0.7334676668134812
12.0,28.0,-0.7721340061402455
12.0,30.0,-0.07405445151290098
14.0,0.0,1.7124413572680097
14.0,2.0,2.2282023221913367
