globalTriax,globalLode,globalPeeq,globalDIL,> globalDIL,localTriax,localLode,localPeeq,localDIL,> localDIL
0.33103507307389757,0.9322960848289205,0.001032313388894197,0.25765219706909726,0,0.49422293852778526,0.7248096604349507,0.0023995128597169204,0.15081063212569124,0
0.32965777578820393,0.9189122943173448,0.0041551513766882086,0.2523965438082545,0,0.5286207181952016,0.7079171013684629,0.008161613364865275,0.14072774994352671,0
0.32900845678426066,0.9139762078704236,0.007664025196920965,0.2505115767073567,0,0.5416284612807896,0.7063453773282162,0.014377894295724607,0.13834594943929127,0
0.3288229791355506,0.91006828183353,0.01127409988944043,0.24894198581935018,0,0.5489762172876315,0.7066541203339678,0.020910655812355787,0.1373338298668751,0
0.3285682725600112,0.9077138032559011,0.014935610019188009,0.2480356498506878,0,0.5531836714480839,0.7071293603072153,0.027586758544291316,0.1368364950476294,0
0.32848969217418744,0.9047130441138803,0.01862304465179205,0.2468214849709097,0,0.55621759326399,0.7081114054122114,0.03445614564170444,0.136647434387403,0
0.3284459385627761,0.9024550923907843,0.02233036469248221,0.2459065910897661,0,0.5580914587692304,0.7095046956577766,0.04143420704767929,0.13673801918528322,0
0.32845236880157697,0.9005893788237056,0.026044367149276774,0.24514163560379548,0,0.5592996893731618,0.7111750685592898,0.04850124399798424,0.13699996975798992,0
0.3284515503907457,0.8990457457628571,0.02976124894961531,0.2445114728940425,0,0.5598496980178681,0.7128677854664859,0.055633749772149695,0.1373655251102146,0
0.32845299994963156,0.8979876470277427,0.03347459376544283,0.24407964308971009,0,0.5600726333327258,0.7148271404411315,0.0628176680670065,0.13785089122922267,0
0.3284487769190352,0.8963521147468185,0.03718252087707693,0.24341476586572858,0,0.56002280575532,0.7167586370978308,0.07005980570871434,0.1383706841757585,0
0.32845244526533557,0.8954085922944895,0.04088583147118189,0.24303023414572714,0,0.5596265161070981,0.7185929634299871,0.07733076600303901,0.1389177624306953,0
0.3284612032443677,0.8948815661951869,0.04457984110123399,0.24281395220842086,0,0.5590812017131968,0.7207058493429068,0.08462030075825021,0.1395632436359139,0
0.32845914800019954,0.8939202691288725,0.048263725765379864,0.24242426789368976,0,0.5583000499795289,0.7225043515512706,0.09193686759958666,0.14016215212718078,0
0.32845582231290404,0.8929737668002007,0.051939204230319946,0.24204131258125547,0,0.5574703355544415,0.7242855145667138,0.09928313276558097,0.14076569945978695,0
0.32845713578934627,0.8926312869334677,0.05560398059109199,0.24190222023269348,0,0.5563888242704841,0.7259382104880059,0.10662526520815464,0.1413747496200909,0
0.32845847971810094,0.8922496766486357,0.05925730576244122,0.2417473284694115,0,0.5552068083737532,0.7275601117894066,0.11397072207422085,0.1419928229774951,0
0.32845879233181957,0.8917341511901274,0.06289881121615779,0.24153855982571454,0,0.5540976484698101,0.7291045501900361,0.12133658158858472,0.1425808507874504,0
0.3284605994559169,0.8910676064387203,0.06652987109354172,0.24126846562504203,0,0.552836902704023,0.7306683959944023,0.12870488179927803,0.14319933079521616,0
0.32845979811217135,0.8904061482170461,0.07014914074889331,0.2410012744662623,0,0.5514866338365505,0.7321215653114119,0.13608280713654372,0.14380346328091298,0
0.32846063506672885,0.889894953384233,0.07375827500134927,0.2407945569473943,0,0.5500436834001291,0.7334091410994809,0.1434557574101177,0.1443785483442743,0
0.3284618203309966,0.8892341681548898,0.0773553132501203,0.24052749854471112,0,0.5485898579906134,0.7346999957633764,0.15083218251021976,0.14495809428942918,1
0.32846926008967564,0.8891479259145579,0.08094061999953009,0.24049085953148097,0,0.5470820072977428,0.735900688691634,0.15819859828824356,0.14552306842120058,1
0.3284798930604534,0.8893650359205089,0.08451443354356351,0.24057585209895055,0,0.5454319321523762,0.736850676877918,0.16553784660377982,0.14604270028569838,1
0.3284884621795411,0.8893548967280449,0.08807444998847253,0.24056964361196964,0,0.5437683042207826,0.7379024024732527,0.17286533262554488,0.14659424887169042,1
0.32849485503599335,0.889263204607402,0.09162183671361714,0.24053105954959883,0,0.5421627417744387,0.7388967374535917,0.1801876542319166,0.14712245031207355,1
0.3285009483262302,0.8891852858526548,0.09515762476437933,0.24049811152255296,0,0.5405349985072616,0.7397574318958684,0.1875009275397339,0.14761847095359232,1
