globalTriax,globalLode,globalPeeq,globalDIL,> globalDIL,localTriax,localLode,localPeeq,localDIL,> localDIL
0.32850652918718914,0.8890837302299692,0.09868108018616994,0.24045575605767816,0,0.5388638307982859,0.7405340629932846,0.19480225811798962,0.14809927897862293,1
0.3285112375453931,0.8889728966150874,0.10219290854744646,0.24040987804321642,0,0.5371451518986063,0.7412709054905635,0.20209154337584626,0.1485778220118273,1
0.32851579505102135,0.8888731589637685,0.10569209605714643,0.24036851903070333,0,0.5353863216169905,0.741953298025015,0.20936575648114059,0.14904879644836413,1
0.32851943592577265,0.8887551347726892,0.109179834302381,0.24032001558298915,0,0.5336267990640826,0.7425407268190263,0.2166281099478272,0.14949443990715183,1
0.3285223195718369,0.8885922509557409,0.11265565774109389,0.24025361558085356,0,0.5318699342612885,0.7430441096981256,0.22387865686540057,0.1499171145354395,1
0.3285244072172993,0.888395102586357,0.11611941647654171,0.24017360999285733,0,0.5301064993229652,0.7435224547575963,0.231117227285477,0.15033483605579,1
0.3285265046767362,0.8882034383843578,0.11957134746282838,0.24009583040563678,0,0.528340615198247,0.743979528759755,0.23834377383561564,0.1507479738207662,1
0.3285287227377507,0.8880555115605298,0.1230119662633882,0.2400356638445308,0,0.5265566297620352,0.744349347009495,0.2455566003239704,0.15114026887915635,1
0.32853134690637803,0.8879744872868913,0.12644056844556517,0.24000236566103725,0,0.5247433518500558,0.7446568933984477,0.2527520844858578,0.15152051375417885,1
0.3285343029367827,0.8879338844022139,0.12985746727307237,0.23998527602891234,0,0.5229044612224899,0.744937431106681,0.2599300578807174,0.15189810175050567,1
0.32853707990819336,0.8879131158955121,0.1332627155973453,0.23997622321428325,0,0.5210451985672715,0.745176907115457,0.2670900643993243,0.15226815090824009,1
0.3285393901837888,0.8878930223591393,0.1366564258004953,0.23996755760814387,0,0.5191941920407135,0.7453625472112643,0.2742327351598655,0.15262229839220307,1
0.32854094392756966,0.8878574412583891,0.14003829053987876,0.23995283853761087,0,0.5173381203529394,0.7455005434760424,0.28135849936759694,0.15296440007959977,1
0.3285416089193636,0.8877983525112877,0.14340818908209235,0.23992886817975057,0,0.5154709864986792,0.7456120988431942,0.2884675313656599,0.1533014632311187,1
0.3285410319150087,0.8876916507785894,0.1467671562708967,0.23988602487688088,0,0.5135968998039058,0.7457145002318685,0.2955621141735226,0.15363776430635967,1
0.32853911492711024,0.8875155632455906,0.15011424622483954,0.23981557034081213,0,0.5117272201401827,0.7458018726226211,0.302640542635612,0.15396973765156752,1
0.3285357649031889,0.8872766296550766,0.15345073601290937,0.23972017692182362,0,0.5098640155857509,0.7458955144023919,0.3097052739280272,0.15430317061914872,1
0.32853179636741653,0.8870006137297954,0.15677561331069012,0.23961003433230205,0,0.5080139369289758,0.7459724544116179,0.3167547424253205,0.15463032111927635,1
0.3285270499633227,0.8867243401682569,0.16008974322805264,0.23950001326168846,0,0.5061679802924888,0.7459978206839238,0.3237901401493816,0.1549425298098538,1
0.3285225074743848,0.8864791085865116,0.16339275875070186,0.23940246338097992,0,0.5043080343783297,0.74597737213161,0.33080961379350887,0.15524439196253734,1
0.3285177788867624,0.8862644182215664,0.1666847559651511,0.2393172690153339,0,0.5024219362368484,0.745902957253893,0.3378122970634782,0.1555355065679469,1
0.3285126086850681,0.8860605742817745,0.16996613542465905,0.23923656475453245,0,0.5005104620559968,0.745807156437421,0.3447986980676026,0.15582518806912724,1
0.32850731514571224,0.8858546256018478,0.17323602472071828,0.23915506280366494,0,0.49859058139404566,0.7457191780657224,0.35176719373946924,0.15611912728506666,1
0.32850092672107456,0.8856466535685403,0.17649554343703025,0.23907303509645703,0,0.4966639945113196,0.7456648192476322,0.35872037314766675,0.15642459904339492,1
0.3284943851866282,0.8854295353532085,0.17974390144472435,0.23898738855114668,0,0.494742794147795,0.7455993157901756,0.36565623383184487,0.15672653341044746,1
0.3284865983028573,0.8852025255280178,0.18298132727101085,0.23889809447567806,0,0.492827101518936,0.7455306927907707,0.37257551826844854,0.15702724295469372,1
0.3284784114230286,0.8849594992782893,0.18620817398505485,0.23880248826514167,0,0.49092099988500193,0.7454540185886889,0.3794788066951334,0.1573245852338208,1
0.32846923543914774,0.8846989628277242,0.189424183404682,0.23870011976475686,0,0.48902050922028867,0.7453676299950105,0.386365346458266,0.1576187215730246,1
0.32845832746297693,0.8844131291698542,0.19262955590788203,0.23858805143759143,0,0.4871103260421431,0.7452657566205922,0.393235667720646,0.15791051525460575,1
0.3284466349155748,0.8840953651572433,0.1958242368335542,0.23846339864467253,0,0.48519663368289445,0.7451686710993924,0.4000896748305932,0.15820489141568245,1
0.3284342260673531,0.8837378669309469,0.19900873028144653,0.23832302788561843,0,0.483284483160668,0.7450867635055505,0.4069289138748202,0.15850407606155836,1
0.32842037146544456,0.8833449353764594,0.2021826371690943,0.23816886058432732,0,0.4813744148190855,0.745026166002804,0.413752310878449,0.15880981301886404,1
0.3284059147734669,0.8829236813333002,0.20534624933823362,0.2380035575486383,0,0.4794715122663264,0.7449690484014918,0.42056098169582506,0.15911598282580713,1
0.3283903694724011,0.8824711483329228,0.2084999582314764,0.23782606922570187,0,0.47755600332093623,0.7448895119523742,0.42735591735246997,0.15941826312356458,1
0.3283735612511095,0.8820116131704702,0.2116431938232688,0.23764617466577354,0,0.47562814646289303,0.7447812127759476,0.4341363326910566,0.15971470627056458,1
0.3283556804084854,0.8815563273342047,0.2147762714836413,0.23746833288837577,0,0.4736900599655986,0.7446884268741439,0.4409028831005522,0.16001810860992355,1
0.3283368178639085,0.8810969402064274,0.21789916961749758,0.2372891791409527,0,0.4717482567346425,0.7446209368423486,0.44765584575198986,0.16033030581891025,1
0.3283171504981059,0.8806291234682533,0.22101190300477436,0.2371069422522098,0,0.4698009559246617,0.7445638652915173,0.4543950911040082,0.16064720058371829,1
0.3282964398911925,0.8801519080677276,0.22411450370096658,0.2369212980425442,0,0.4678520391391381,0.7445271422057789,0.46112089871242695,0.16097111921376558,1
0.32827396404740017,0.8796558796924293,0.2272070082902885,0.23672866888629707,0,0.46590024799480617,0.7444970521675239,0.46783380076254844,0.1612982008743977,1
0.3282504849557676,0.8791384938982207,0.23028945897230266,0.23652786529521305,0,0.46394546781856494,0.7444762188559172,0.4745346812339105,0.16162926773970232,1
0.328225377141669,0.8785981677407775,0.23336190039082821,0.23631842215301735,0,0.4619853189187556,0.7444672570117773,0.4812241929354854,0.16196553705567196,1
0.32819857110306794,0.8780316962444459,0.23642436890191484,0.23609909436788798,1,0.46001950837391475,0.744470869085211,0.4879029705857443,0.16230729708066866,1
0.32816962837205477,0.8774366820743038,0.23947722073800012,0.23586905206149392,1,0.45804433173920645,0.7444684655950131,0.4945723027487232,0.16264960891771596,1
0.3281388916157208,0.8768106151225976,0.24251984332913662,0.23562723398081686,1,0.45605526092888504,0.7444576554733427,0.5012315130492979,0.16299254144430442,1
0.32810592100602054,0.8761504485869255,0.24555262743673778,0.23537255930627168,1,0.4540591098983901,0.74444130904945,0.5078821038414887,0.16333577834997237,1
0.3280703827888909,0.8754442708168763,0.24857543085030467,0.2351004027805743,1,0.4520483091463743,0.7443957413920785,0.5145246379632709,0.1636734598557268,1
0.3280321827655852,0.8746809005819702,0.2515886170373585,0.23480638785534283,1,0.4500118984907303,0.744298343777116,0.5211615033572421,0.16400061058280266,1
0.3279906452194642,0.8738603511631523,0.25459188081632833,0.23449073834782766,1,0.44794489954223554,0.7441624070977415,0.5277931140684268,0.16432210227884916,1
0.32794607152170996,0.8729960812948339,0.2575856942577224,0.23415877483291345,1,0.4458579033626035,0.7440274626447554,0.534420809834394,0.16464809926823043,1
0.32789835078139606,0.8720934797319689,0.2605693962704173,0.23381270475037458,1,0.443757751149258,0.7439100013633614,0.5410440227739176,0.164982455505911,1
0.3278476123533626,0.8711505892982135,0.26354371349790623,0.23345176524306768,1,0.44165733866179985,0.7438030088406161,0.5476658190201711,0.1653207882046576,1
0.3277933039100958,0.8701706597231813,0.26650795880866907,0.2330774201218649,1,0.43955276011302824,0.7437152940744517,0.5542857453457715,0.1656665071513313,1
0.3277349591505833,0.8691489965338101,0.26946254980858564,0.2326879724928364,1,0.4374401409133135,0.7436390783489945,0.5609060064804999,0.16601794990807808,1
0.3276720534807586,0.868071452607027,0.2724073013426783,0.23227802257933464,1,0.43532319877556486,0.7435633556510225,0.5675277342845024,0.1663711001058778,1
0.32760467061894677,0.8669289665220261,0.27534245729917517,0.23184405627395194,1,0.43319314633236045,0.743473838221229,0.5741530552813937,0.1667231320683359,1
0.3275318000376831,0.8657088342111353,0.27826742016040706,0.2313814115801816,1,0.43105705270519606,0.7433582870777243,0.5807826545758107,0.1670690005604003,1
0.3274537241469474,0.8644067032764103,0.2811829273197524,0.2308884290924612,1,0.4289079842917569,0.7432387709580812,0.5874195519537481,0.16741673673674645,1
0.32736882703940073,0.8630049974235352,0.2840880448184314,0.23035873573246668,1,0.4267408173014384,0.7430938112645338,0.594063508390008,0.16776062122613894,1
0.32727633438578685,0.8614731881654395,0.2869834614154097,0.2297807401113205,1,0.42454978895842327,0.7429192665823192,0.6007191325320468,0.16810038949545977,1
0.3271757958420807,0.8598093422623181,0.2898689918344759,0.22915404213105828,1,0.4223375075510723,0.742730756451398,0.6073879712932805,0.1684404067908587,1
0.3270671882230866,0.8580116805672131,0.29274420135342905,0.22847822694217565,1,0.42010567605414506,0.7425489844472237,0.6140704015617696,0.16878681272498292,1
0.3269492777492727,0.8560722770749218,0.29560917482796784,0.22775080178589657,1,0.41786868807818583,0.7423696493765086,0.6207686646708369,0.169135695199836,1
0.3268219816739821,0.8539825837356593,0.29846420750186775,0.2269688094393983,1,0.41561881716296517,0.7422012646780254,0.6274849158536271,0.1694911272492066,1
0.3266839884891298,0.8517302023677605,0.3013086585439925,0.2261281483241222,1,0.4133657397539784,0.7420251246584623,0.6342195401768308,0.16984553255662715,1
0.3265347315481228,0.8493022492036809,0.3041425447303616,0.22522443139039117,1,0.41110988527859127,0.7418587037387273,0.6409750525540877,0.17020430174415244,1
0.3263729361318814,0.8466820185418079,0.3069658726069127,0.2242520545623919,1,0.4088551703139525,0.7416944914652525,0.6477536938119631,0.17056438299029536,1
0.32619750484201776,0.8438547754406226,0.3097786441160496,0.22320624427698393,1,0.40661591790583534,0.7415471353057498,0.6545573721338731,0.17092776314862002,1
0.32600680190300924,0.8407913025673414,0.3125804723086601,0.22207693303437281,1,0.40437635073814066,0.7413749130708838,0.661388004524197,0.17128420709992037,1
0.3257997289689525,0.8374819559309805,0.31537136521834763,0.2208615997673032,1,0.4021504224009884,0.7411896205885256,0.6682482112803806,0.1716348318519555,1
0.3255753664828062,0.8339706253427704,0.31815092176273413,0.2195781187171101,1,0.39994988478845894,0.7410593206678159,0.675138767472025,0.1719989473967043,1
0.3253325088339255,0.8302329413580628,0.3209190357353052,0.2182184267404439,1,0.39780535570857023,0.7409643505339488,0.6820614814854361,0.17236473175559416,1
0.32507112350682305,0.8262693861620368,0.32367564036844654,0.21678375260631574,1,0.39571226423824357,0.7408966172804219,0.6890170101142178,0.1727304561321725,1
