x,y,z
11.0,-4.0,13.068868206671661
11.0,-3.0,12.742671549701107
11.0,-2.0,12.719800577393736
11.0,-1.0,13.078913002566134
11.0,0.0,13.070305204571632
11.0,1.0,12.968938295661722
11.0,2.0,13.321504761118653
11.0,3.0,13.678606619853888
11.0,4.0,13.86618756574561
11.0,5.0,14.16246481841304
11.0,6.0,14.29789848844634
11.0,7.0,14.08883440688956
11.0,8.0,13.794267277595662
11.0,9.0,13.549929129254963
11.0,10.0,13.47310691049615
11.0,11.0,13.453549166697952
11.0,12.0,13.135698988552356
11.0,13.0,12.724322784221885
11.0,14.0,12.350979114349492
11.0,15.0,11.809833695569829
12.0,-15.0,11.9870416263518
12.0,-14.0,11.108718785360209
12.0,-13.0,12.712452338143008
12.0,-12.0,13.365587802148104
12.0,-11.0,13.181688771246034
12.0,-10.0,12.652576322747151
12.0,-9.0,12.17908788367103
12.0,-8.0,12.869832035722048
12.0,-7.0,13.845314562475581
12.0,-6.0,13.714348947318017
12.0,-5.0,13.316957249907247
12.0,-4.0,13.08093930588038
12.0,-3.0,12.65093777047326
12.0,-2.0,13.00216340102933
12.0,-1.0,13.911552217462146
12.0,0.0,13.70577104857137
12.0,1.0,13.224114296650281
12.0,2.0,13.83036793829448
12.0,3.0,14.220839783048858
12.0,4.0,13.896036707843649
12.0,5.0,14.158473289661643
12.0,6.0,14.639386582201618
12.0,7.0,14.383441684873032
12.0,8.0,14.010631313372638
12.0,9.0,13.904958047784982
12.0,10.0,13.756525059778607
12.0,11.0,13.58408755759672
12.0,12.0,13.21514727351037
12.0,13.0,12.719972817062859
12.0,14.0,12.678212210031173
12.0,15.0,12.898230418062132
13.0,-15.0,11.5667342453593
13.0,-14.0,10.610115271881291
13.0,-13.0,12.571180962493393
13.0,-12.0,13.250548513367983
13.0,-11.0,13.340479558264741
13.0,-10.0,13.282398205080359
13.0,-9.0,12.599470479456832
13.0,-8.0,12.904554489249955
13.0,-7.0,13.921625534431874
13.0,-6.0,13.653778132792453
13.0,-5.0,13.054003249262799
13.0,-4.0,13.152997838814343
13.0,-3.0,13.005914226244283
13.0,-2.0,13.18447409885382
13.0,-1.0,14.054869559340034
13.0,0.0,14.042545089211675
13.0,1.0,13.718919604321218
13.0,2.0,14.43080733961191
13.0,3.0,14.65940635444837
13.0,4.0,14.142087036354525
13.0,5.0,14.79629628287305
13.0,6.0,15.63877838869491
13.0,7.0,14.931308793987917
13.0,8.0,14.0707099872499
13.0,9.0,14.000244225049311
13.0,10.0,13.857039639954806
13.0,11.0,13.71152425179492
13.0,12.0,13.602174369636323
13.0,13.0,13.085883003133247
13.0,14.0,12.963688598333913
13.0,15.0,13.589161641555346
14.0,-15.0,11.44567738068841
14.0,-14.0,10.562102422508918
14.0,-13.0,13.0486737716272
14.0,-12.0,13.471664372918411
14.0,-11.0,13.279456892571597
14.0,-10.0,13.785767867008028
14.0,-9.0,13.153229475586773
14.0,-8.0,12.486513048199289
14.0,-7.0,12.952827455682598
14.0,-6.0,12.826376397941436
14.0,-5.0,12.489451051616701
14.0,-4.0,13.13128486825698
14.0,-3.0,13.206420421897564
14.0,-2.0,12.726187669893271
14.0,-1.0,13.39899310799203
14.0,0.0,14.192086598067839
14.0,1.0,14.227070689386426
14.0,2.0,14.716968677722887
14.0,3.0,15.202230939312335
14.0,4.0,15.069416638020687
14.0,5.0,15.651661442516659
14.0,6.0,16.356533567641602
14.0,7.0,15.60679673728276
14.0,8.0,14.827788247083943
14.0,9.0,15.067733260315205
14.0,10.0,14.928584950885922
14.0,11.0,14.386342972089055
14.0,12.0,14.28468797558759
14.0,13.0,14.064310720923755
14.0,14.0,13.796300944725079
14.0,15.0,14.070525425433596
15.0,-15.0,12.09285884501076
15.0,-14.0,11.418750461647894
15.0,-13.0,13.71151163373746
15.0,-12.0,13.792749552644437
15.0,-11.0,13.5104583380193
15.0,-10.0,14.231900764345836
15.0,-9.0,13.572415126603454
15.0,-8.0,12.331966874509796
15.0,-7.0,12.355789187404456
15.0,-6.0,12.435775318986586
15.0,-5.0,12.464222910412886
15.0,-4.0,13.095186101674857
15.0,-3.0,12.809445258471984
15.0,-2.0,12.012156578682777
15.0,-1.0,12.901778919905182
15.0,0.0,14.256884090867349
15.0,1.0,14.550216038469632
15.0,2.0,15.222085917275763
15.0,3.0,16.177774701774837
15.0,4.0,16.07240916529617
15.0,5.0,16.04718794443742
15.0,6.0,16.567457972668286
15.0,7.0,16.225566136042726
15.0,8.0,15.694616063124837
15.0,9.0,15.998258559817145
15.0,10.0,15.788549037980822
15.0,11.0,14.781693981039048
15.0,12.0,14.371894002509325
15.0,13.0,14.488839368515551
15.0,14.0,14.53091062166856
15.0,15.0,14.648675074678414
