x,z
0.0,0.04049433259869211
1.0,0.02642896513798673
2.0,-0.008215522937158439
3.0,-0.01361168280883516
4.0,-0.001003049312255748
5.0,0.007086632419786845
6.0,0.014108893094233051
7.0,0.018580240735577676
8.0,0.01734538968667518
9.0,0.015838637398716587
10.0,0.00966026489630213
11.0,0.0021742718502897433
12.0,0.013689475347734572
13.0,0.036387622160702585
14.0,0.04419297711257216
15.0,0.044420783192276665
16.0,0.04634285506087135
17.0,0.03213591918011505
18.0,0.009327728276002931
19.0,0.0037642429613110456
20.0,0.0010934756162323984
21.0,-0.01263713339705159
22.0,-0.011431313508359634
23.0,0.006134345913952605
24.0,0.010328311035651369
25.0,0.0067718971233306354
26.0,0.00847613676859794
27.0,-0.004957191115224929
28.0,-0.027724136260029286
29.0,-0.025684359902422318
30.0,-0.015319574440765718
31.0,-0.03154019977625721
32.0,-0.0489951733512446
33.0,-0.03499444011237618
34.0,-0.01191109535161667
35.0,-0.003353621630369595
36.0,-0.00018910555098171009
37.0,0.00041675445368936947
38.0,-0.0033273532948880457
39.0,0.003857979433663319
40.0,0.021037736903824083
41.0,0.021395524394728617
42.0,0.003398764422780307
43.0,-0.005372191604426065
44.0,0.001875562644773576
45.0,0.011394849632781591
46.0,0.018543811664494647
47.0,0.018381353154024366
48.0,0.004470808570776223
49.0,-0.01022888677734515
50.0,-0.0146838780292273
