3.222677825587817457e-01,9.333962775761699415e-01,3.164265851083015828e-06
3.321355225622759644e-01,9.495777235396327676e-01,9.771258161628769943e-04
3.303223324341900136e-01,9.492940976803163622e-01,2.491069535838919945e-03
3.296025151176087964e-01,9.467466784821723103e-01,4.150127978695243754e-03
3.296761915672254961e-01,9.473509885046882406e-01,5.869485984816934405e-03
3.295343492249935835e-01,9.461544593938345793e-01,7.626489602319126183e-03
3.293102364601677712e-01,9.448201325860403621e-01,9.401341751571696062e-03
3.291946973484718986e-01,9.438936717148769251e-01,1.119401352286982475e-02
3.291255772769370314e-01,9.428705546636402257e-01,1.299610480887068882e-02
3.290203917648688026e-01,9.420338780159053238e-01,1.480305310802901113e-02
3.287274184275366662e-01,9.404869229662080610e-01,1.661343023848258285e-02
3.286383976388137507e-01,9.388302847800873430e-01,1.843498531577539290e-02
3.285727971829098260e-01,9.375618403260344014e-01,2.025778745104184209e-02
3.284200844362384353e-01,9.359773578158173679e-01,2.207871281811164127e-02
3.199772727006826578e-01,8.985102772559410145e-01,2.521189793141780447e-02
3.163016303845623267e-01,8.799238472490020779e-01,2.756177576921866809e-02
3.103653056094665685e-01,8.682447951169269817e-01,3.001767987542043950e-02
2.993571594802170166e-01,8.406039727188505672e-01,3.285853108290678198e-02
2.959494892980830683e-01,8.278136909988227377e-01,3.482272466118497417e-02
2.854267837345725312e-01,8.030916155926047795e-01,3.713020813571015627e-02
2.787616279649957063e-01,7.909894017806434752e-01,3.903281092792003359e-02
2.707269874172631985e-01,7.805581644311739842e-01,4.105943536752940798e-02
2.582782989646038585e-01,7.524926018322181109e-01,4.289145244196743839e-02
2.522319969443199694e-01,7.332740339625111181e-01,4.467443517991120244e-02
2.454370006165849660e-01,7.174204544015666540e-01,4.641321307197379675e-02
2.349543333859565042e-01,6.851765522878653369e-01,4.816511044469889286e-02
2.311057698887089562e-01,6.756406149582121490e-01,4.964309253043610454e-02
2.247033740609248320e-01,6.447612044532817777e-01,5.134269148507239477e-02
2.218884228395874014e-01,6.381454081346011886e-01,5.275677503385441808e-02
2.170559964855500179e-01,6.196438814841638276e-01,5.439191220517813896e-02
2.137487420790309400e-01,6.086627823795088821e-01,5.579071690278997186e-02
2.089531221241277270e-01,5.884308182204018856e-01,5.718308719296660847e-02
2.048446900193476583e-01,5.764907646397883223e-01,5.852380894046360638e-02
2.047155025554485142e-01,5.658046273606300858e-01,5.987674620441612444e-02
1.996849746571936202e-01,5.484612957194989757e-01,6.116414789604342900e-02
1.874783600850800924e-01,5.107806012869623435e-01,6.360263358296910918e-02
1.846266869029621616e-01,4.866038747265967190e-01,6.517195691592174434e-02
1.796734432558515226e-01,4.700268246094400637e-01,6.708481601198146294e-02
1.712032775034267595e-01,4.497297067230144885e-01,6.916360304387852986e-02
1.643266019596097693e-01,4.190964542786155822e-01,7.098701508372722013e-02
1.513350318244483239e-01,3.973695532025358634e-01,7.276144839425026378e-02
1.481123878009517059e-01,3.731139962886095285e-01,7.425903988055637672e-02
1.401568096604473568e-01,3.628542676275292589e-01,7.566374806697083455e-02
1.191957303365991788e-01,3.276902178791022968e-01,7.910220866169388743e-02
1.075708411577156742e-01,3.247418362416295556e-01,8.002122670255275294e-02
1.206504078331650937e-01,3.297317288843090721e-01,8.133318611581527580e-02
1.171626510139130439e-01,3.091526635112060717e-01,8.186142620277504778e-02
9.788338684123229494e-02,3.097184099186795492e-01,8.327397891330673430e-02
8.875354012419417460e-02,2.866619283603897839e-01,8.447545828188027239e-02
9.287396328156967418e-02,3.034722993671355451e-01,8.723099367171664731e-02
9.592233428083733748e-02,2.507140022211507002e-01,8.927743111434305323e-02
7.581419585818284339e-03,1.254441435870628785e-01,9.279754577943219451e-02
2.777035049832425259e-02,8.862944275447322273e-02,9.369873902416135658e-02
2.603267768537165586e-02,5.725998151418073417e-02,9.374275694163732020e-02
-4.353632317650473274e-03,-2.852158949838980509e-02,9.434684617687608132e-02
-5.610223020128718430e-02,-1.804244067306877419e-02,9.459895468288673226e-02
-5.244052198375364661e-03,1.726330148866104044e-02,9.459705501704136765e-02
-5.449690325290904719e-02,-5.581696608577916413e-02,9.459926944150470751e-02
