3.362824616832349456e-01,8.820471842955175390e-01,3.164265851083015828e-06
3.408750602432627508e-01,8.731847267737271601e-01,9.771258161628769943e-04
3.397531837815422340e-01,8.707391432102870032e-01,2.491069535838919945e-03
3.396428439013605693e-01,8.691750898460599561e-01,4.150127978695243754e-03
3.393975426688846109e-01,8.682044432690495528e-01,5.869485984816934405e-03
3.392733923429303577e-01,8.657459932099298427e-01,7.626489602319126183e-03
3.391725278513091912e-01,8.639338336127126983e-01,9.401341751571696062e-03
3.393461933080386683e-01,8.623920031715858192e-01,1.119401352286982475e-02
3.395360244644289316e-01,8.608953813159354596e-01,1.299610480887068882e-02
3.397743962942484375e-01,8.596703387825953557e-01,1.480305310802901113e-02
3.398156148071548310e-01,8.581696976047604730e-01,1.661343023848258285e-02
3.398866361755419896e-01,8.566525140087390966e-01,1.843498531577539290e-02
3.398642427467030713e-01,8.546797620915825844e-01,2.025778745104184209e-02
3.398101780748166711e-01,8.528049586612197475e-01,2.207871281811164127e-02
2.342162076835062889e-01,7.322326376878106613e-01,2.521189793141780447e-02
1.877351844059193253e-01,6.924971764079332903e-01,2.756177576921866809e-02
1.393580881603848354e-01,6.544604507169299312e-01,3.001767987542043950e-02
8.149229283694545134e-02,5.896444967749766564e-01,3.285853108290678198e-02
7.324842376744936101e-02,5.532651785531406130e-01,3.482272466118497417e-02
1.207442409086016515e-02,4.487793976072911861e-01,3.713020813571015627e-02
-3.180286186847571667e-02,3.927238625008968587e-01,3.903281092792003359e-02
-7.037287580782781993e-02,3.313848316720001130e-01,4.105943536752940798e-02
-1.078709493830056765e-01,2.488771188314545524e-01,4.289145244196743839e-02
-1.283719780339187266e-01,1.834696757945672441e-01,4.467443517991120244e-02
-1.470497598084113677e-01,1.446743397353207339e-01,4.641321307197379675e-02
-1.801611996569887908e-01,6.888370915062405619e-02,4.816511044469889286e-02
-1.920157499978704108e-01,4.888115686385705039e-02,4.964309253043610454e-02
-2.087215262991402587e-01,8.434955511628020389e-03,5.134269148507239477e-02
-2.157998667050800568e-01,-4.284507513129325387e-03,5.275677503385441808e-02
