localTriax,localLode,localPeeq,localDIL,localPEEQ > DIL,local-delPEEQ/DIL,local-DILaccu,local-DILaccu > 1,surfFac
-0.09762412716307106,-0.04497877216688956,0.01188453976800175,0.116,0,0.0,0.0,0,0.9541071200674188
-0.3046838305560161,-0.19789342513891597,0.01188453976800175,0.173,0,0.0,0.0,0,0.9541071200674188
-0.3495566973102166,-0.15554090244391278,0.01188453976800175,0.179,0,0.0,0.0,0,0.9541071200674188
-0.037821624973369085,0.0663920719089133,0.01188453976800175,0.107,0,0.0,0.0,0,0.9541071200674188
0.22184408002518735,0.4993496708298049,0.01188453976800175,0.134,0,0.0,0.0,0,0.9541071200674188
0.23962582258428392,0.7071424711087143,0.01188453976800175,0.192,0,0.0,0.0,0,0.9541071200674188
0.23030457534458684,0.7187808228541592,0.01188453976800175,0.198,0,0.0,0.0,0,0.954348471283966
0.17180276516431037,0.5418598474617725,0.012198861492307561,0.153,0,0.0019544361716599184,0.0019544361716599184,0,0.9521450960758189
0.14529940353919688,0.42695898999958604,0.014805325306951996,0.129,0,0.02018419971602714,0.02213863588768706,0,0.868571925641771
0.13696843814350773,0.39331572672000786,0.017393282761699273,0.123,0,0.021174455503849172,0.04331309139153623,0,0.8392886860828125
0.12542884252814293,0.3617340455251405,0.02050806741279206,0.118,0,0.0262313449069954,0.06954443629853163,0,0.820692953128977
0.11448482714405583,0.33470480063348174,0.023892812112248252,0.115,0,0.02962979269483834,0.09917422899336997,0,0.8082959128740167
0.10088436621534429,0.30310532469242696,0.027894268106473132,0.111,0,0.035944649456192274,0.13511887844956225,0,0.7991902414987591
0.0880317446065474,0.2748877701210387,0.032142199968036855,0.109,0,0.03864321702148583,0.17376209547104807,0,0.7934188841034762
0.07707401721047166,0.25174329778582544,0.036949764348958664,0.107,0,0.0448992292420913,0.21866132471313937,0,0.7895992699461741
0.07317921090542039,0.2435814753846301,0.04213040331868749,0.106,0,0.04889709176879117,0.26755841648193057,0,0.787014390202006
0.05660586989543008,0.20819525840566433,0.048107403771657696,0.104,0,0.05754741288748782,0.3251058293694184,0,0.7847712197802782
0.04625159672190996,0.18731225767196644,0.05417590823612715,0.103,0,0.05898047778967363,0.38408630715909203,0,0.7836748130773211
0.04426896010646584,0.18489730101222238,0.06117882559958257,0.103,0,0.06765971453712533,0.45174602169621736,0,0.7826671697753688
0.02679688490775318,0.14838658578879133,0.0686423788337331,0.103,0,0.07218130242300673,0.523927324119224,0,0.7821200052122931
0.011187628208976362,0.11671942430193116,0.07674936538464143,0.102,0,0.07911320471444717,0.6030405288336712,0,0.781875465291809
0.006987475437379696,0.11000570636014459,0.08521515405491778,0.103,0,0.08287294866117718,0.6859134774948484,0,0.781381546715679
-0.01609740092613515,0.06221634888403321,0.094421686702653,0.104,0,0.08878515539023217,0.7746986328850806,0,0.7811728448984352
-0.03818232992359369,0.017577882821117545,0.1041148244158218,0.106,0,0.09151787580599663,0.8662165086910771,0,0.7815555405519481
-0.04326778466071187,0.009406797952350504,0.11397653661276162,0.107,1,0.09275488030613213,0.9589713889972092,0,0.7822036045203792
-0.07219896108241394,-0.050507590865158554,0.12457025933422546,0.112,1,0.0944316079396828,1.053402996936892,1,0.7832671265194634
-0.07837422037454869,-0.06072084176613622,0.13515538918344597,0.114,1,0.0932643693971409,1.146667366334033,1,0.784357332973433
-0.09661895685719771,-0.09742126807913004,0.14677062316944725,0.119,1,0.09774179115400691,1.2444091574880398,1,0.7857118529844463
-0.09638124164216498,-0.09401592897358148,0.15798313366739378,0.118,1,0.09457349660233512,1.3389826540903749,1,0.7870706424113467
-0.10986988451373984,-0.1206528023105172,0.1701512034786375,0.123,1,0.09943044391170804,1.4384130980020828,1,0.7886950415609731
-0.08995998377750794,-0.07472437052729541,0.18183719013866628,0.116,1,0.09978365803912674,1.5381967560412095,1,0.7902151837831412
-0.09138088196050678,-0.07515706353647586,0.19404971364297366,0.117,1,0.10470414855133597,1.6429009045925456,1,0.7917150072310511
-0.0758858137649155,-0.03879720866789771,0.20623154585298745,0.113,1,0.10840888022886326,1.7513097848214088,1,0.7930052652598094
-0.03924483803915847,0.042789469749795625,0.21826126151963288,0.107,1,0.11347551020042604,1.8647852950218349,1,0.7943752977699708
-0.006805866884082762,0.11524709638954765,0.22989841119239196,0.105,1,0.11044113400660574,1.9752264290284407,1,0.7956240509394913
0.022372623362356098,0.18128387166891158,0.24160787110265933,0.106,1,0.10998662844421078,2.0852130574726515,1,0.797079992180075
0.053875080125312926,0.2525910501921298,0.2532597011641452,0.111,1,0.10584970485766311,2.1910627623303145,1,0.7985722192006305
0.08787891224521908,0.33012212742782426,0.26477738352198343,0.118,1,0.09743882153932752,2.288501583869642,1,0.8001986136054954
0.14003024685047172,0.44891917343528875,0.27563885168025365,0.135,1,0.08011991277915195,2.368621496648794,1,0.8019433418868117
0.16262502743463692,0.5028160939728274,0.2867498421355298,0.144,1,0.07681925710935095,2.4454407537581453,1,0.8037543215484749
0.19525838439108925,0.579830945244096,0.29759692518334635,0.16,1,0.0680596061834717,2.513500359941617,1,0.8055786999907486
0.21929694694228677,0.6374302560270896,0.3088085996477227,0.173,1,0.06464685972562448,2.5781472196672417,1,0.807483826171495
0.2492259215063951,0.7081434736448212,0.31934295594692236,0.191,1,0.05507716594336956,2.6332243856106112,1,0.8093792360526627
0.28063017088150255,0.7828832984982598,0.33009683458428635,0.211,1,0.051286203916411914,2.684510589527023,1,0.811356723396296
0.3068798070486186,0.84493980345752,0.3404936555184817,0.228,1,0.04558239368463485,2.730092983211658,1,0.813240626791063
0.3306876409729254,0.8976748542808222,0.3510989358550624,0.243,1,0.043550708108767044,2.7736436913204248,1,0.8151471258074618
0.34733513557719564,0.9260655816899637,0.3613998380146529,0.251,1,0.04106233000636985,2.8147060213267947,1,0.8169578247968453
0.3613426959770788,0.9371806092115312,0.37183494081622664,0.252,1,0.041293078071299096,2.855999099398094,1,0.8187554181901655
0.3706259022496738,0.9360975136151403,0.38204621954968104,0.249,1,0.040954871272910524,2.8969539706710044,1,0.8204688302507496
0.37683095184638105,0.931251237812373,0.39234526298548045,0.246,1,0.04195125686277436,2.9389052275337786,1,0.8221763601362946
0.3815885888884191,0.9249909668720568,0.40241507636873347,0.242,1,0.04176629745641698,2.9806715249901954,1,0.8238272150939457
0.3837212230236901,0.9212998377241275,0.4125646846859079,0.24,1,0.04253120022205453,3.0232027252122498,1,0.8254487876518404
0.3835795965601103,0.9213742171834464,0.42252079044517715,0.24,1,0.04126923185919206,3.064471957071442,1,0.8270017081542796
0.3822306719095461,0.9235482860249782,0.4325009992248134,0.241,1,0.04147891003556797,3.1059508671070097,1,0.8285358549329913
0.37985302406712584,0.9278302923323921,0.44228033799874156,0.243,1,0.04026449561534313,3.146215362722353,1,0.8300176569023049
0.37636058444610093,0.9343864049122906,0.45203166729525524,0.247,1,0.039285004239164804,3.1855003669615174,1,0.8314701252985777
0.3734628660877287,0.9392490824681907,0.4615862722459592,0.25,1,0.038457096595450414,3.223957463556968,1,0.8328779744763464
0.3696458989125007,0.9450464509433921,0.47105120514568527,0.253,1,0.03755115564487985,3.2615086192018476,1,0.8342619644631645
0.36493287039382255,0.9522737625672383,0.48035543686465215,0.257,1,0.0361568525087758,3.2976654717106233,1,0.8355712883813349
0.3622303946240951,0.9557057666838811,0.4895042204543163,0.259,1,0.03508649781010302,3.3327519695207264,1,0.8368432758515197
0.359651362598658,0.9584913481225016,0.49923520339162725,0.261,1,0.037134450255691426,3.369886419776418,1,0.8381928810425842
0.3568783400342759,0.960236231343628,0.5070559978485107,0.263,1,0.030073912767031894,3.3999603325434498,1,0.8392690337954916
0.35485511623345595,0.9615738702727088,0.5162458113933864,0.264,1,0.03449675680702263,3.4344570893504724,1,0.8405238167028153
0.35402815963189216,0.9626359079908413,0.5245515900222879,0.264,1,0.03176205196192064,3.466219141312393,1,0.8416191765149132
0.35284316910288305,0.9632598071584383,0.5327202724783044,0.265,1,0.030560314522619973,3.496779455835013,1,0.8427182321792378
0.3512857550800588,0.9644025571383014,0.5415131732037193,0.266,1,0.03308816445082165,3.5298676202858346,1,0.8438627871886218
0.3501247552735908,0.9648207280482994,0.5486528763645574,0.266,1,0.027022245587089558,3.556889865872924,1,0.8447915341910908
0.35083217898545643,0.9653624678075339,0.5565166943951658,0.266,1,0.029269392144019486,3.5861592580169437,1,0.8458110051921727
0.35003181994595983,0.965761727656559,0.5641168214772878,0.267,1,0.028477571400225197,3.6146368294171687,1,0.8467853784264991
0.35151926090717517,0.9657576291506494,0.5708664812539753,0.266,1,0.025518312030557915,3.6401551414477265,1,0.8476395999913615
0.35271348888904486,0.9658195504247397,0.5779950430518702,0.266,1,0.026673532093516073,3.6668286735412425,1,0.8485724588876598
0.3489785812212155,0.9674435136947173,0.584801667614987,0.268,1,0.02538404768826756,3.69221272122951,1,0.8494297183986926
0.3450112276264397,0.9667782497867514,0.5913586443976351,0.269,1,0.024565505260544095,3.716778226490054,1,0.8502224802713673
0.3401613975113243,0.9634984420448136,0.598215954868417,0.269,1,0.025319945047638005,3.742098171537692,1,0.8510489342692926
0.33971856732754735,0.963886070972142,0.604426383972168,0.269,1,0.023061119880085013,3.765159291417777,1,0.8517631931012649
0.38889470195520903,0.8872310846901275,0.611864370735068,0.225,1,0.03328927292461894,3.798448564342396,1,0.8528013668455693
0.5718848693333561,0.35070387394411945,0.63506607162325,0.065,1,0.3571305153641863,4.155579079706582,1,0.8574903972566563
0.6597377349358808,0.038237098167065275,0.6366308802052548,0.037,1,0.040085204462778974,4.195664284169361,1,0.857863429867251
0.6960430808638091,-0.10857997177340045,0.6366764714843348,0.037,1,0.00269264686821153,4.198356931037572,1,0.8578281136337197
0.704500104850247,-0.14411531533361369,0.636679116048311,0.038,1,0.0,4.198356931037572,1,0.8578272350327062
